gene_id	gene_name	GM12878_REP1	GM12878_REP2	H1_REP1	H1_REP2	K562_REP1	K562_REP2	MCF7_REP1	MCF7_REP2
ENSG00000013561	RNF14	1243.999	1074	696	486	3772	4605	3628.001	3497.002
ENSG00000013563	DNASE1L1	1500.001	1720	3245	2811.001	1222	1182	2592	2850
ENSG00000013573	DDX11	5159.917	6054.446	11163.908	11713.547	6697.658	8885.937	6105.662	7982.304
ENSG00000013583	HEBP1	1	0	1541.001	1194	220	279	1104	1352
ENSG00000013588	GPRC5A	511	448	252	190	11	2	82549.999	85201.001
ENSG00000013619	MAMLD1	4	6	47	43	0	18	880.999	848
ENSG00000013725	CD6	775.999	975.001	8	2	0	1	4	0
ENSG00000013810	TACC3	8444.794	10292.734	8811.461	11686.298	7851.397	11903.155	5163.95	7673.282
ENSG00000014123	UFL1	2813	2343	638	352	2329	2933	5232	4403
ENSG00000014138	POLA2	6383	6239	7332	5112	6061	6043.999	6383	9812
ENSG00000014164	ZC3H3	1257	1572	2533	3112	1206	1552	643	916
ENSG00000014216	CAPN1	8236	9794.002	24080.001	28552	8218.001	10875	12448	14845.998
ENSG00000014257	ACPP	1	10	173	75	15	21	193	117.999
ENSG00000014641	MDH1	18327.001	16031.001	25547	11619	16868.001	18566	16119	17164
ENSG00000014824	SLC30A9	5396	4610	7271.001	3843.001	5916	6791.999	7405.999	6787.999
ENSG00000014914	MTMR11	53	42	439.001	362	69	57	2510	2428
ENSG00000014919	COX15	3666	3364	2973	2093	1723	2337	3534	3636
ENSG00000015133	CCDC88C	9055	10163	2872.999	4685.001	1998	2454	4138	4045
ENSG00000015153	YAF2	1111	1046.001	57	31	852	1405.999	1756	1548
ENSG00000015171	ZMYND11	1999	1984	1817.999	786	1216	1548	26106	28103.999
ENSG00000015285	WAS	2069	3093	35	54.001	306	346	112	136
ENSG00000015413	DPEP1	0	0	269.999	306	11	0	4	5
ENSG00000015475	BID	8118.999	8409.999	4126	3179	5449	6857	3858	3928
ENSG00000015479	MATR3	30824	28364.001	22653.997	15143.999	31495.001	37782	33067.994	28690.001
ENSG00000015520	NPC1L1	1	3	57	45	2	11	39	20
ENSG00000015532	XYLT2	2236.001	2704.001	6272	7158	1086	1247.999	1086	1815.999
ENSG00000015568	RGPD5	783.148	796.608	1857.48	818.222	142.691	117.593	5225.774	4334.892
ENSG00000015592	STMN4	37	11	0	0	0	0	4	2
ENSG00000015676	NUDCD3	6432.999	5971	8507	8180.001	4028	4794	7258.999	7927.001
ENSG00000016082	ISL1	0	0	4	12	0	0	265	186
ENSG00000016391	CHDH	1353	1418	2708	2346.001	158	300	2079	2356
ENSG00000016402	IL20RA	0	7	297.999	190.999	0	0	52.999	68
ENSG00000016490	CLCA1	0	0	0	0	0	1	0	0
ENSG00000016602	CLCA4	11	0	0	0	0	0	0	0
ENSG00000016864	GLT8D1	2743.999	2701	1916.002	1161.999	1934	2187.999	3449.001	3129
ENSG00000017260	ATP2C1	7041.001	5433.998	5572	2618.001	3811	4069.999	14849	13770.999
ENSG00000017373	SRCIN1	21	43	655.001	934	0	1	275.999	418.998
ENSG00000017427	IGF1	306	229	0	0	657	692	1	0
ENSG00000017483	SLC38A5	6795.001	7394.002	11798.999	10285.001	13253.001	13168	39	14
ENSG00000017621	MAGIX	87.001	82	66.999	82	89	89	58	108.999
ENSG00000017797	RALBP1	6533	5859.001	7652.001	6090	8107	11512.001	9585.996	9215
ENSG00000018189	RUFY3	1460	1568	929	660.999	1649.999	1763.999	1530.002	1487.999
ENSG00000018236	CNTN1	1	0	2106	961	0	0	9	5
ENSG00000018280	SLC11A1	15	37	26	16	101	182	17	11
ENSG00000018408	WWTR1	653	615.999	2170	2075	11	31	3873.001	3141
ENSG00000018510	AGPS	6148	5750	3197	1555	8592	11037	33	35
ENSG00000018607	ZNF806	0	0	8	2	0	0	0	0
ENSG00000018610	CXorf56	1967	1783.001	991.494	1032.732	2648	2741	2839.958	2751.991
ENSG00000018625	ATP1A2	0	1	9750.988	10135.981	2	0	3	3
ENSG00000018699	TTC27	2440	2041	1907	1117	4826	5826	2027	2152
ENSG00000018869	ZNF582	57	39	305.999	209.001	139	198	0	0
ENSG00000019102	VSIG2	8	12	10	15	0	0	87	92
ENSG00000019144	PHLDB1	0	2	10351.999	12183.998	2360.001	3463.999	6353.999	5230.999
ENSG00000019169	MARCO	0	0	0	0	0	0	0	0
ENSG00000019186	CYP24A1	0	0	2	8	0	0	1920.999	1502
ENSG00000019485	PRDM11	59	135	238.999	299	16	36	185.001	213
ENSG00000019505	SYT13	0	0	1308	1403	6	14	11	19
ENSG00000019549	SNAI2	0	0	47	35	0	0	752	630
ENSG00000019582	CD74	152764.998	226669	4736.998	4299	91	19	3	3
ENSG00000019991	HGF	73	35	13	4	0	0	0	1
ENSG00000019995	ZRANB1	1337.706	1333.281	2333.409	1288.823	91.715	154.593	5782.005	5470.401
ENSG00000020129	NCDN	2609	3158.001	5817	7195	3156	3539.001	2019.999	2912
ENSG00000020181	GPR124	2	18	650	937	55	49	377	407
ENSG00000020219	CCT8L1P	0	0	0	3	0	0	2.59	2
ENSG00000020256	ZFP64	1722	1983	5291	5007.001	1012	1142.001	2197	2180
ENSG00000020426	MNAT1	1119.999	835	1412.001	717	1768.001	2126.999	2462.002	2754
ENSG00000020577	SAMD4A	90	61	648.999	870.999	782	979	2360.999	2113
ENSG00000020633	RUNX3	11865	14655.001	79	91	44	63	2	0
ENSG00000020922	MRE11A	2299	2040.999	839	486.001	2900.001	3524	2299	2301.999
ENSG00000021300	PLEKHB1	72	102	2977	3497	35	0	985.001	901.001
ENSG00000021355	SERPINB1	72	69	1345	843	4646.001	6761.999	2347	2131
ENSG00000021461	CYP3A43	0	0	5	2	0	1	2	0
ENSG00000021488	SLC7A9	0	1	12	4	0	0	17	8
ENSG00000021574	SPAST	1477	1343	1329	764	2101	2503	3291	2857
ENSG00000021645	NRXN3	196	158	681	647.001	0	0	21	20
ENSG00000021762	OSBPL5	0	0	702	971.999	706	1351	315	464
ENSG00000021776	AQR	5769	5312	8056	4092	6549	7878.001	9118	9433.999
ENSG00000021826	CPS1	78	39	1392	1064.999	750.001	879.001	314.001	244
ENSG00000021852	C8B	0	0	2	0	0	0	1	1
ENSG00000022267	FHL1	9	1	6667.998	4713	5	14	1837	2777.999
ENSG00000022277	RTFDC1	5543.999	5362	3204	2532	5522.999	7506.999	10795.001	13281
ENSG00000022355	GABRA1	2	0	846	272	0	0	2	0
ENSG00000022556	NLRP2	93.999	161.713	128.601	129.077	3105	3728.968	0	0
ENSG00000022567	SLC45A4	413	497	3251	3318.001	1482	1807	688	986.999
ENSG00000022840	RNF10	6000.999	6269.999	8906.999	6908	7241.001	8950	8770	9881
ENSG00000022976	ZNF839	1679	1439	1238	1355.999	742	930.001	1911.001	2423
ENSG00000023041	ZDHHC6	2827.001	2421.999	1713	761	1656	2167.999	4625	4653.999
ENSG00000023171	GRAMD1B	6122	5577.999	2037.999	1867.001	1	2	7	3
ENSG00000023191	RNH1	8068.001	10185.001	5313.002	7685.999	7430.001	10508.002	2506.001	3732
ENSG00000023228	NDUFS1	9581	8270.999	7764.133	4530.001	8622.001	10644	14218.999	15793
ENSG00000023287	RB1CC1	1783.999	1257	2144.001	1497.001	3422.999	5651.001	7687.999	4624.999
ENSG00000023318	ERP44	4002	4057	1861	1024	2781	3430	6936	7555
ENSG00000023330	ALAS1	6892	6158	8084.999	7243.999	1616	1708	2744.001	3148
ENSG00000023445	BIRC3	14745	11372	12	4	73	35	142	74.999
ENSG00000023516	AKAP11	8358	6982	3086	1616	3208	4508	14956	13455
ENSG00000023572	GLRX2	622	799	223	147	2705	3127	1224.001	1460
ENSG00000023608	SNAPC1	659.358	416.602	1016	751	902	1092	1712	1279
ENSG00000023697	DERA	2364	2005.001	1070.999	460.999	525.999	460	1305	1324.001
ENSG00000023734	STRAP	11079.999	9041	12880	10644	8061.999	9286	10214	10488.998
ENSG00000023839	ABCC2	22	46	144	74	0	9	229	266
ENSG00000023892	DEF6	5352	6219	467	563	3200	4531	278.001	344
ENSG00000023902	PLEKHO1	9672.999	11357	2101.001	1959	824.999	1040.999	686	395
ENSG00000023909	GCLM	993	1009	574	254	3577	4017	1212	1682
ENSG00000024048	UBR2	3300	2735	3404.001	2006	5710	6507	6606.001	7023
ENSG00000024422	EHD2	1	0	1192	2726	1269	1964	1300	2341
ENSG00000024526	DEPDC1	1830.999	1451.001	1835.984	900	2057	2534	4660.984	3984.971
ENSG00000024862	CCDC28A	945	809	698	292	1039	1538	1254	865
ENSG00000025039	RRAGD	1152	1042	1753	785	0	0	413	591
ENSG00000025156	HSF2	1668	1215	2294	951	2662	3278	2790	2547
ENSG00000025293	PHF20	4071	3710	4933.001	3578.999	2672.999	3448	2622	2606.999
ENSG00000025423	HSD17B6	57	59	277	153	57	28	172	164.999
ENSG00000025434	NR1H3	220.999	196.999	2530.998	2443	904.002	950	364	480.999
ENSG00000025708	TYMP	4228.034	4138.773	71	86	197	258	57	98.001
ENSG00000025770	NCAPH2	6346	6888	5665.998	5614	4807	5972	1303	2163
ENSG00000025772	TOMM34	3943	3971	4304	3201	4193	4626	2311	2391
ENSG00000025796	SEC63	5477.97	4651.999	4471.988	2415	7417.671	9702.844	11343.018	10509.657
ENSG00000025800	KPNA6	9433	8441	12600.628	9510.213	10977.35	11868	11556	11648
ENSG00000026025	VIM	11882	13660.001	24523	23004	20504.001	35470	221	206
ENSG00000026036	RTEL1-TNFRSF6B	1555.336	1789.544	1709.353	1691.435	1601.428	3001.401	837.143	1631.666
ENSG00000026103	FAS	5828	4642.002	832.001	290	2	37	1097	992
ENSG00000026297	RNASET2	3748.478	4207	1187.999	1435	5383.446	7464.878	1454.689	2392.001
ENSG00000026508	CD44	14383	12573	890	494.999	176	208.999	4827	4770
ENSG00000026559	KCNG1	0	0	2515.001	4078.999	103	124	339.999	309
ENSG00000026652	AGPAT4	397	337	5154	4537.001	1846	2040	72	31
ENSG00000026751	SLAMF7	15121	14444.999	0	2	26	53	3	0
ENSG00000026950	BTN3A1	2935.718	2448.289	964.456	599.091	546.448	639.095	38	7
ENSG00000027001	MIPEP	2481	2647.999	1858.001	1062	1036	1263	1053	1246
ENSG00000027075	PRKCH	3825	3382.001	876.262	655	374	463	4685	4246
ENSG00000027644	INSRR	0	1	8	4	25	19	0	0
ENSG00000027697	IFNGR1	10693	8961	1207	656	1798	2056	3577.999	2741.001
ENSG00000027847	B4GALT7	1814.001	1779	3331	3231.002	1031.999	1417.001	789	1035
ENSG00000027869	SH2D2A	726	677.001	302	414	872	1055	2	2
ENSG00000028116	VRK2	3905.999	3605	806	420	2286	3052.001	2514	2365
ENSG00000028137	TNFRSF1B	8414	9366	423	445	7741	9106	5	2
ENSG00000028203	VEZT	6643.997	5184.999	5199.001	2547	2844	3693	10524.001	9549.998
ENSG00000028277	POU2F2	7550.002	8146	936.999	975	43	92	61	47
ENSG00000028310	BRD9	4648	5383	1469.077	2330.08	5193.001	6988	4160.998	4116.001
ENSG00000028528	SNX1	9026.999	8335	5369	4094.001	8465	11875.001	14840.002	14536.001
ENSG00000028839	TBPL1	2233.001	2276	1666.001	805.001	6171	5674.999	2573.001	1973.999
ENSG00000029153	ARNTL2	4516	3602.001	914.001	389.001	22	53	2224	2228.001
ENSG00000029363	BCLAF1	14672.001	12241.999	8705.991	4069	15250	20789.999	34350.932	30453
ENSG00000029364	SLC39A9	6817	6273	6637	4574.999	3791.999	4380.999	14991	15331.001
ENSG00000029534	ANK1	128	182	714	1027.001	14072	17337	191	248
ENSG00000029559	IBSP	1	0	0	0	0	0	38	37
ENSG00000029639	TFB1M	1683.999	1481.001	1972.999	991.001	1771	2179	515.999	566
ENSG00000029725	RABEP1	7742	6776	2829.999	1396	3475	4929.999	8130	8514.998
ENSG00000029993	HMGB3	4178.999	3784	13949	7535	5537	7846.999	31017.841	28427.994
ENSG00000030066	NUP160	9203	8018.001	14340.001	8266.002	11199.999	13555	22094	21465
ENSG00000030110	BAK1	3547.012	4154.822	5498.583	5713.443	2060.448	2820.953	1023.471	1604.468
ENSG00000030304	MUSK	8.001	2	1	0	0	0	0	1
ENSG00000030419	IKZF2	19872	17325	306	211	16	24	2229	1256.998
ENSG00000030582	GRN	11525.998	14343	34453.002	40302.003	2564	2731	9612.999	16244.999
ENSG00000031003	FAM13B	3209.001	2882	2245	1249	2126.001	2465	9105	6885
ENSG00000031081	ARHGAP31	4510	4755	605	512	0	0	117	87
ENSG00000031544	NR2E3	0	0	64	64.001	0	0	24	24
ENSG00000031691	CENPQ	559	530	950	375	1291	1888	1375	1175
ENSG00000031698	SARS	7682.999	8381.999	8548	8666	14552	18810	16913.001	17849
ENSG00000031823	RANBP3	6859	7875	9903	10307.001	5649.001	7389.999	1924	2727
ENSG00000032219	ARID4A	1598.999	1363	598	318	1139.001	1758.001	7935	6671
ENSG00000032389	TSSC1	3133	3699	5515.001	4625.998	2704.001	3386	2131	3111
ENSG00000032444	PNPLA6	5703	6695	8685	16177.844	1667.999	1804.999	1071	1687
ENSG00000032742	IFT88	358.001	239	242	111	1045	1148	1281.001	1266
ENSG00000033011	ALG1	2244.999	2297	5926.017	5137.999	1716	1904.725	1777.426	2177.433
ENSG00000033030	ZCCHC8	2526	2363	2219.001	1730	4198	5639	3877.001	3801.001
ENSG00000033050	ABCF2	8094	8151	6344	5070	13364.999	16204.999	7245	9242
ENSG00000033100	CHPF2	4299.999	4762.999	3427	3983.999	2806	3821	3402	4720
ENSG00000033122	LRRC7	0	0	6	11	73.999	115	8	0
ENSG00000033170	FUT8	5693	5198.001	1587	913	675	885.001	11873	8065.001
ENSG00000033178	UBA6	4387	3727	3042.001	1415	8370.001	10080	7251.001	7045.999
ENSG00000033327	GAB2	1442.001	1251	1985	2072	2864	4535	1221	1622
ENSG00000033627	ATP6V0A1	3796.001	3882	7446.001	7827	7737	10953	3755.999	4405.999
ENSG00000033800	PIAS1	3043.001	2375	4911	2643.001	2163	2417	4025	3574.998
ENSG00000033867	SLC4A7	3300	2761	5469	2450.999	880.999	1011.999	8261	7604.999
ENSG00000034053	APBA2	0	0	3827.001	3321	4839.001	5244	307	356
ENSG00000034063	UHRF1	7653.526	10228.671	3680.218	5176.169	6925.354	9509.318	6388.894	8723.507
ENSG00000034152	MAP2K3	2823.999	3060.999	2147.001	2720	736	865.001	1253.999	1630.999
ENSG00000034239	EFCAB1	0	0	6	8	0	0	0	0
ENSG00000034510	TMSB10	65611	56386	11236	11362	20430	20723	17047	18428
ENSG00000034533	ASTE1	616	482	951	529	554	468	1753.999	1575
ENSG00000034677	RNF19A	7781	6354.999	836.001	452.999	1659	2619	14998.001	10678.001
ENSG00000034693	PEX3	1770.999	1459	765	391	1376	1627	2145	2133.001
ENSG00000034713	GABARAPL2	5323	4760	3377.999	1718	3818	4541	10087	9136
ENSG00000034971	MYOC	0	0	0	0	0	0	1	0
ENSG00000035115	SH3YL1	1504.001	1193.001	1369.001	994.001	418.999	494	6437.999	5196.001
ENSG00000035141	FAM136A	8299	7449	6264.999	4474	7791	9596	13527	13561
ENSG00000035403	VCL	7224	7332	53464	35379	19782	27456	12026	11577
ENSG00000035499	DEPDC1B	3700.001	3010	4036	2546.001	4283	5501	4893.999	4183
ENSG00000035664	DAPK2	493.001	481	156.001	149	245	269.999	431.001	484.001
ENSG00000035681	NSMAF	3643	2956	1810.001	1114	3452	4299.999	7958	7638.999
ENSG00000035687	ADSS	5800	4798.999	5530	3444	6909	9027	6623.999	6097
ENSG00000035720	STAP1	540	456	0	0	104	93	0	0
ENSG00000035862	TIMP2	0	0	3985	4037	0	0	3435	3686.979
ENSG00000035928	RFC1	3935.001	3502	4303.001	2307.999	3965	6437	6497.001	6771.001
ENSG00000036054	TBC1D23	1278.999	1379.001	1346	625.999	3678	4504.001	4982	4331.001
ENSG00000036257	CUL3	5000.999	4584.999	3288.999	1504.001	3460.999	4757.002	11848	11071.999
ENSG00000036448	MYOM2	0	11	56	52	3	7	5	0
ENSG00000036473	OTC	0	0	0	0	0	0	0	0
ENSG00000036530	CYP46A1	0	0	85	157	14	0	157.001	136
ENSG00000036549	ZZZ3	2914.001	2473.999	3196	1555	3533.001	3951.001	6187	5050.001
ENSG00000036565	SLC18A1	0	0	1	2	0	0	0	0
ENSG00000036672	USP2	3	3	465.001	575.999	898	690	216	281
ENSG00000036828	CASR	16	15	53	75	0	0	1	0
ENSG00000037042	TUBG2	826.63	806.188	1721.856	2723.261	6.232	4.087	854.27	957.941
ENSG00000037241	RPL26L1	2368.295	2082.279	2186.917	1131.241	2766.852	2990.373	3559.052	4175.417
ENSG00000037280	FLT4	0	0	2181	2491	21	20	82.001	164
ENSG00000037474	NSUN2	10324.002	10528	6477.999	5400.999	16438.001	20954	11403.998	14292
ENSG00000037637	FBXO42	2592	2548	4461	3985	2735	3007	3304.001	3764.999
ENSG00000037749	MFAP3	2407	1661	3507.999	1966.999	2571	2943	4651	3928
ENSG00000037757	MRI1	3910.001	4197	3292.999	3954	3231	4333	2388.32	3291.125
ENSG00000037897	METTL1	1021	1228	2183.999	1663.999	1192.001	1285.001	2375	2471
ENSG00000037965	HOXC8	0	0	0	0	125	140	129	187
ENSG00000038002	AGA	1006	1038	641.001	420	578	705	1090	1053.999
ENSG00000038210	PI4K2B	5634	4905	765	487	2243	3310	4557	4096
ENSG00000038219	BOD1L1	6356	6093	3270.999	2104	3294	5529	9660	8101
ENSG00000038274	MAT2B	4550.999	3808	4799.999	2306	3513	4375.999	5694	4771
ENSG00000038295	TLL1	11	2	51	25	0	0	12	3
ENSG00000038358	EDC4	8090.667	9145.889	10764.164	11810.42	11213.227	15675.722	6184.979	8622.88
ENSG00000038382	TRIO	10421.999	10652.999	10370.001	10032.002	212	344	19397	18166.004
ENSG00000038427	VCAN	1401.001	1453.001	41593.999	30741.999	26	5	52	57
ENSG00000038532	CLEC16A	3906.998	4266	2378.999	3035.001	2478	3050	4614.998	5670
ENSG00000038945	MSR1	4	2	3	0	17	13	0	0
ENSG00000039068	CDH1	4587.001	3991	42436	32846.999	1	0	60633.999	90699.999
ENSG00000039123	SKIV2L2	7143	5635	3885.001	2050.999	13689.001	18558.999	9320.999	9412
ENSG00000039139	DNAH5	0	2	104	44	0	0	849	450
ENSG00000039319	ZFYVE16	1195.999	938.999	1050	769	1851.999	2226.001	5853	5026
ENSG00000039523	FAM65A	1092	1452	615.999	838.999	898	931	2007.001	2590.999
ENSG00000039537	C6	0	0	0	0	0	0	0	4
ENSG00000039560	RAI14	262	215	11647	8020.001	4943.001	6056.002	4550.999	2752
ENSG00000039600	SOX30	5	0	47	37	0	0	16	5
ENSG00000039650	PNKP	2669.001	3037.999	3836.999	4845.999	2518	3574.001	1302	2045.001
ENSG00000039987	BEST2	0	7	915	1165	0	0	4	6
ENSG00000040199	PHLPP2	3121.999	2846	3600	2342	953	974.999	6899	7826
ENSG00000040275	SPDL1	4274.998	3370.999	2066	911	4150.001	6320.999	6609.001	6383.999
ENSG00000040341	STAU2	3291.999	2595.002	3022.999	1505	2503.001	3033.999	6370.714	5733.627
ENSG00000040487	PQLC2	1510.001	1525	2688	2839	2074	3213.001	427	749
ENSG00000040531	CTNS	888.001	997.001	1927	1822.001	562.999	641	610.999	761.999
ENSG00000040608	RTN4R	39	85	4944	5044	109	209	124	192
ENSG00000040633	PHF23	2879	3331.999	4503.001	3304	2586.998	3159.001	2314.999	2031
ENSG00000040731	CDH10	0	6	19	6	0	0	1	0
ENSG00000040933	INPP4A	7037	7543.999	7562	7104.001	1756	1668.999	4075.001	4637.001
ENSG00000041353	RAB27B	0	0	19	12	229	229	2485	1776
ENSG00000041357	PSMA4	11841.999	9397.001	13884	5909.999	15583.001	24468.001	31018.001	31115.999
ENSG00000041515	MYO16	1	5	4	5	707	889	102.999	100
ENSG00000041802	LSG1	4673	5061	3803	2652	5052.001	6305	11290	12381.999
ENSG00000041880	PARP3	2122.001	2460.999	182	189.999	396	612	296.001	291
ENSG00000041982	TNC	36	38	923.999	967.999	0	1	61	184.001
ENSG00000041988	THAP3	842.999	882	599.999	730	1457	1380	249	217
ENSG00000042062	FAM65C	7	0	753.001	949	7599.998	8984.999	335	371
ENSG00000042088	TDP1	3855.998	3500.998	4157.999	2685	2315.999	2457.998	4527.001	4888.999
ENSG00000042286	AIFM2	2899	3371.001	877	668	1896	2332	1016	1362
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0
ENSG00000042317	SPATA7	155	102.001	341	190.999	194.999	195	1718	1246.001
ENSG00000042429	MED17	2492.999	2350.001	1535.999	1243	1812.001	2643	2422.999	2212.002
ENSG00000042445	RETSAT	2762	2520	2700	2494.999	1471	2118.001	1951	2052
ENSG00000042493	CAPG	5730.001	5688	4983.001	4978.999	2491.001	3231	733.001	1297
ENSG00000042753	AP2S1	5118	5985.001	10009	11353.001	6414.999	8526	3716.001	5577.002
ENSG00000042781	USH2A	8	1	15	12	0	0	6	3
ENSG00000042813	ZPBP	0	0	1	0	0	0	2	3
ENSG00000042832	TG	5	3	3	1	0	3	22	12
ENSG00000042980	ADAM28	0	0	79.999	63	9	0	6	1
ENSG00000043039	BARX2	4	1	0	0	0	0	200	285
ENSG00000043093	DCUN1D1	3280	2609.001	2205	982	2797	3587	8143.999	6337
ENSG00000043143	JADE2	5767	6627.001	7051.001	6383	1167	2164	3844	5030
ENSG00000043355	ZIC2	0	0	9551	9386.999	560	858	339	366
ENSG00000043462	LCP2	2287.001	2050.999	37	12	1273	1450.001	2	0
ENSG00000043514	TRIT1	2136.999	2169.001	1208	781.001	5557	6563	2265	2042
ENSG00000043591	ADRB1	355	329	25	20	0	1	22	40
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	3166.001	2946	5177	5477	2847	3386	4412	4848
ENSG00000044115	CTNNA1	7275.999	7399.001	22493	20660.998	7458	10270	32842.952	34941.997
ENSG00000044446	PHKA2	3300.999	3092	4225.999	3735	3595.001	4832.001	3481.002	3862.001
ENSG00000044459	CNTLN	2	0	1644	875	0	24	115	102
ENSG00000044524	EPHA3	10	15	34	23	0	0	114	111
ENSG00000044574	HSPA5	19221	20861.999	23993.997	17889	26227	35358	45516.983	57103.999
ENSG00000046604	DSG2	8083	6558	24222	12915	10929	11612	15022	16571
ENSG00000046647	GEMIN8	1329	1249	1956.999	1576	658	930.001	789	835.001
ENSG00000046651	OFD1	3416	3035.001	1466	1271	3136	4366.001	6657.999	5881
ENSG00000046653	GPM6B	3	0	14046.998	8402.001	0	0	110	63
ENSG00000046774	MAGEC2	0	0	0	0	6349	7268	0	0
ENSG00000046889	PREX2	3	19	3633.001	2686.999	7	7	6	4
ENSG00000047056	WDR37	1715	1728	2887	2517	1304.999	1287	4233	4749
ENSG00000047188	YTHDC2	4646	3968	1780.001	885	3422	4384	4993	4186.001
ENSG00000047230	CTPS2	1910	1702	4682.001	2528.999	1727	1915	5715	4841.999
ENSG00000047249	ATP6V1H	1997.999	2003	2188	1724	1339	1724	3613.999	3854
ENSG00000047315	POLR2B	13612.999	12091	11550.002	5789.999	17412.001	22992	18872.999	17970.999
ENSG00000047346	FAM214A	1357	1221	593	362.001	308	392	10592.001	7211.999
ENSG00000047365	ARAP2	3772.001	3225	77	28	7	0	2280	1650.001
ENSG00000047410	TPR	15650	14151.001	9816	6092	22133	32657	53426.002	50234.001
ENSG00000047457	CP	0	0	44	20	0	6	1492.987	146
ENSG00000047578	KIAA0556	1552	1555.001	1932.001	2219.999	1142	1369	3932.999	4826.999
ENSG00000047579	DTNBP1	1171	1343.001	857.001	620.999	2445	2708.001	1238	1481.001
ENSG00000047597	XK	0	0	279	234	2676	2242	491	544
ENSG00000047617	ANO2	0	0	293	212	12	0	28	23
ENSG00000047621	C12orf4	1948	1594	813	379	934	1335	1365	1348.001
ENSG00000047634	SCML1	261	231	331	175.118	0	0	4181	4132.001
ENSG00000047644	WWC3	6226	6342	6239	6455	271	358	9408	9299
ENSG00000047648	ARHGAP6	132	97.999	49	65.999	5111	6744.001	1	3
ENSG00000047662	FAM184B	2	0	23	22	0	0	34	58
ENSG00000047849	MAP4	10931.001	12902.999	19553	18858	10022.999	15059.999	19977	24260.999
ENSG00000047932	GOPC	3806	3206	1689	1066	5422	6121	7473	6046
ENSG00000047936	ROS1	7	8	0	0	0	0	86	27
ENSG00000048028	USP28	2348.999	1798.999	9189	6575	2058.999	1834.001	1834	2019.999
ENSG00000048052	HDAC9	84.999	89	1511.001	798.001	23	48	134.001	188
ENSG00000048140	TSPAN17	1788	1695	5915	6497	5515.999	5467	3434	4279.001
ENSG00000048162	NOP16	5203	5092.001	2629	2264	7968.999	8139	4615.001	5264
ENSG00000048342	CC2D2A	14	15	857	530	102	159.999	1694.001	1810.001
ENSG00000048392	RRM2B	2312	2288	3504	1478.999	1553	2163	13033.001	10836.999
ENSG00000048405	ZNF800	1976	1630	255	191.001	3125	4163	2750	2548.001
ENSG00000048462	TNFRSF17	4371	3959	0	0	2	0	0	3
ENSG00000048471	SNX29	7285	7092.999	1052.918	1085	1058	1337	3291.915	3649.458
ENSG00000048540	LMO3	161	112.999	468.999	363	0	0	29	26
ENSG00000048544	MRPS10	4523	3559	2651	1475	7644	7421	4165	4468
ENSG00000048545	GUCA1A	0	0	2235	1814	0	0	0	0
ENSG00000048649	RSF1	2595.796	2237.782	2828.358	1607.066	3026.563	5141.847	9779.185	8073.682
ENSG00000048707	VPS13D	2906	3081.999	4827.001	4008	8429	9965.998	12043.999	11691
ENSG00000048740	CELF2	16493.998	15795	5551	3663.999	2230	2634	4	1
ENSG00000048828	FAM120A	10986.999	10912	7462.688	7462.502	10530.001	9990.99	41612	43874.999
ENSG00000048991	R3HDM1	5493.999	5809.999	11417.001	9073	5686.998	6915	13425.001	11981.998
ENSG00000049089	COL9A2	6634	6881.001	593	541	71	233	323	476
ENSG00000049130	KITLG	0	1	502	306	0	1	2280	2899
ENSG00000049167	ERCC8	803.043	699.403	1144.469	668.894	1037.029	1133.48	1071.084	904.192
ENSG00000049192	ADAMTS6	1691	1625	197.999	192.999	221.999	284	738.001	284
ENSG00000049239	H6PD	5560	5966	2394	2697	346	611	3445	3176
ENSG00000049245	VAMP3	967	874	3614	2075	3810	4116	8008	6398
ENSG00000049246	PER3	36	31	3178.001	2850	4140	4277.999	2639.999	2797
ENSG00000049247	UTS2	0	0	0	0	5	14	1	0
ENSG00000049249	TNFRSF9	611	422	0	0	6	19	3	0
ENSG00000049283	EPN3	0	0	706.991	889.045	0	0	1372.506	1573.98
ENSG00000049319	SRD5A2	4	0	4	4	0	0	16	2
ENSG00000049323	LTBP1	12	20	4563	3621.999	1583.001	1849	4949	6069
ENSG00000049449	RCN1	5908.391	5313.453	7578.537	6138.06	586	787.886	488.134	540.994
ENSG00000049540	ELN	0	0	1028	1028	0	0	1	0
ENSG00000049541	RFC2	6076.999	6388.001	4313.999	3116.001	7505.001	8803.999	2609.999	3623.001
ENSG00000049618	ARID1B	13161	16189	8986.001	9290	5777	6949	4680.001	5106
ENSG00000049656	CLPTM1L	11754	12651.999	11116.001	10561.999	10348	12477.999	7774.001	9936
ENSG00000049759	NEDD4L	1782	1786	6909.999	5693.999	1428	2662.001	2111.999	2168
ENSG00000049768	FOXP3	9	6	76	88	0	0	40	47
ENSG00000049769	PPP1R3F	503.001	450	922.999	1073	136	114	272.001	399
